section,question_number,answer_number,speaker_name,role,company,content,year,quarter,is_pleasantry,source_pdf
qa,,1.0,Georges Elhedery,management,HSBC,"Thank you, Ben, for the two questions. I am going to ask Pam to address both your questions, Ben, but remember, our capital, our CET1 ratio today is at 14.9%. So we’re well above our medium-term operating range and expect to remain so this quarter. So the question is really a medium to long term as opposed to anything now. Pam.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,2.0,Pam Kaur,management,HSBC,"Thanks, Georges. And Ben, coming to your first question, we are very comfortable operating between the 14% to 14.5% range. The comment on looking at it again was removed some time ago, so no change for now in that respect. I want to just unbundle a little bit more on the cost point. So on the cost point, if you look at the guidance that we have, and this is the $1.5 billion of cost savings that are going straight to the bottom line. So the way we’ve looked at it is that it’s about 4%, if you look at inflation, as well as BAU investment. The benefit of that $1.5 billion this year that we are taking straight to the bottom line is $300 million. So if you compare to on a target basis, and you’re starting excluding disposals and hyperinflation, you start from 2024, it’s going to be a 3% year-on-year growth. So that’s what we are looking at. Now, severance and other one-off costs, they will be treated as notable items. Now, the timing of the $1.5 billion, yes, is $300 million this year. There’ll be more to come, clearly, in 2026. We see the full benefit of the $1.5 billion savings coming through for the full-year 2027, and the severance costs, etc, will be more upfront.",2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,3.0,Georges Elhedery,management,HSBC,"Thank you, Ben.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,,,,,NEIL SANKOFF: Thank you. Let’s come back to the room. So I think we have Kunpeng and then Jeremy.,2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,4.0,,Kunpeng Ma,Analyst,China Securities,"Thank you. Thank you for taking my question. This is Kunpeng of China Securities. And congratulations to the very strong result. I also have two questions. The first question is a little bit out of the bank itself. And Georges, could you please share some colour on the global trade business and also the wealth management business? I mean your feelings about the trends in these two businesses. I think, as a CEO, your feeling must be quite insightful. The second is about the new business areas you mentioned, along with your reform. I think many of them are non-capital consuming. So to what level should we expect the revenue structure to change to, going forward? Maybe the non-NII portion will be much higher than one- third. Yeah, that’s my two questions. Thank you.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,1.0,Georges Elhedery,management,HSBC,"Thank you, Kunpeng. I’ll take your first question, and I’ll ask Pam to address your second question. So, look, trade and wealth. First, it’s very difficult to predict what will happen to global trade in an uncertain environment, but what we can say is, for the last eight years, that trade has started to become more disrupted. Global trade has continued growing, low-single-digit percentage points. The trade routes have reconfigured. ASEAN has become the largest trading partner of China, ahead of the US and Europe. We’ve seen more intra-regional trade pick up. We’ve seen more fragmentation of trade routes. So rather than the goods moving from point A to point B from, say, manufacturing to consumption, they’re usually going through multiple legs on the journey, across various other jurisdictions. Now, it so happens that we still have expectations that global trade will grow at low-single-digit percentage points. And it so happens that this reconfiguration segmentation is playing to our strength, because many of these new jurisdictions that have become major participants in global trade are jurisdictions where we have deep presence and, in some cases, leading presence as an international bank, and we are able to capture these flows and we will be supporting our customers along these routes. In wealth, again, if you look at various analysts and consultants’ consideration, Asia and Middle East wealth is expected to grow at high single digit into 10% CAGR for the next five years. So the underlying trend of the growth of the middle class in many of these Asian economies is there. And simply being a leading bank in this space, we benefit from this underlying trend, but what we are doing is we also want to increase our market share because, in some areas, apart from Hong Kong, where we’ve really been a leading player, in other places, we’ve been punching below our weight. And the idea is to be able to step up our product capabilities, our customer reach, the various metrics, which I shared in the slide without repeating. And the additional investment is not only to capture the underlying trend, but also to grow to our more natural share. This will be focused essentially on Asia and the Middle East. We recognise there are other pockets of wealth that will be important for us, but we’re not going to be a wealth player in the US because we don’t have the right to win. Pam.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,2.0,Pam Kaur,management,HSBC,"Thank you, Georges. So just in terms of our focus on both NII and fee income, clearly, as we sit today, our NII, given our strong balance sheet, deposit base, loans and advances, is a much bigger proportion of earnings compared to fee income. But given the guidance we’ve just shared with you, that we are looking at double-digit growth in Wealth over the medium term, even though it’s on a smaller base, whereas on loans and advances, we are looking at a mid-single-digit growth in the medium term. So that balance will tilt, but I won’t go over my skates just as yet because the baseline starting point is so much bigger for balance sheet-driven business as opposed to fee income, but in direction of travel, absolutely. And also, the two things are a bit correlated. Hopefully, with your customers, when you do more, it’s not just balance sheet-related products. You do more fee income-driven. And we think that really gets us more into the space of hearts and minds of our customers, which is what we are here for.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,3.0,Georges Elhedery,management,HSBC,"Thank you, Kunpeng.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,5.0,,Jeremy Hou,Analyst,CICC,"Thank you for taking up my question. My first question is related to the capital distribution. Thank you for elaborating on the capital distribution hierarchy, but I recognise that you are guiding to a mid-teens RoTE for the next three years, but only a 50% dividend payout for 2025. So what are the implications behind it? And we can see the bank’s share price is above one-times price to book, so will that affect your future consideration between buybacks and maybe raise the dividend payout? And the second question is on the loan growth. HSBC has been consistently guiding to a mid- single-digit loan growth for the medium to long term, but it’s still very challenging in the near term. So what circumstances do you think might be necessary for the bank to finally hit the target, and to what extent is that loan growth assumption baked into our Banking NII guidance? Thank you.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,1.0,Georges Elhedery,management,HSBC,"Thank you very much, Jeremy. I’ll ask Pam to address both questions. Let me share some insight on capital distribution. Look, with a mid-teens return guidance, there’s plenty of space to do the 50% dividend payout ratio and to support the businesses to grow, which has always been the priority use of additional capital. But as you said, loan growth hasn’t been there for the last many quarters, and the opportunity for us was to return the excess capital through share buybacks. It remains our intention to return excess capital to our shareholders through share buybacks, because we see this also as a means to create an accretion in our earnings per share and dividends per share, by reducing the share count. Pam?",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
