section,question_number,answer_number,speaker_name,role,company,content,year,quarter,is_pleasantry,source_pdf
qa,4.0,,Omar Keenan,Analyst,Credit Suisse,Good morning everyone.  Thanks for taking the questions. I just had a quick question on rate sensitivity.  If I look at your rate sensitivity at the end of 2022 it looks like you’ve been qu ite purposefully bringing down your rate sensitivity on a year one view.  I was hoping you could perhaps give us a little bit of colour of the direction that sensitivity over one year has changed in the first couple of months of the year.  Can we assume that  some of the structural hedges have been further increased and when we see the sensitivity at the interim it might have reduced further?  Any colour in that respect would be really helpful.,2023,Q1,True,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Georges Elhedery,management,HSBC,"At the end of 2022 the rate sensitivity on the downside 100 basis points scenario was reduced from around $6 billion at the half year to around $4 billion.  That $2 billion reduction, the NII sensitivity reduction of 100 basis points is for about a third of  it, justified by the structural hedges that we started putting in place or that we continued putting in place as of last year.  Two-thirds of it is due to the fact that we’re just at a higher level of rates and therefore we have less rates convexity  on the  downside. If you look into Q1 we have not published a revised rate sensitivity but we continued the trajectory of our structural hedges.  Just as a reminder, structural hedges will reduce somewhat our rate sensitivity, and our target is to take that $4 bi llion in the medium term to circa $3 billion. We are on that journey.  We have certainly not arrived there.  We will be giving you an update at H1.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,5.0,,Perlie Mong,Analyst,KBW,"I’ve got two questions.  The first one is obviously the beat was very strong, and a lot of i t comes from non -interest income.  It appears that a lot of it is from Commercial Banking, and maybe some from Global Banking and Markets.  How much of that do you think is sustainable?  Presumably you wouldn’t encourage us to annualise the whole lot, so how much of that do you think is sustainable? Secondly, on the AGM on Friday I guess a lot of the attention will be around the debate you’re having with Ping An.  They obviously recently published an announcement that made some critiques, especially around your cost -income ratio and RoTE . You’ve obviously printed very strong numbers to date, but in some ways you  have guided to a lot of it already, especially around costs.  I’m sure you’ve also been communicating with them anyway, so why do you think those cri tiques were still made?",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Noel Quinn,management,HSBC,"I’ll deal with the second one later.  I’ll as k Georges to deal with the non -NII first, if that’s okay.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,2.0,Georges Elhedery,management,HSBC,"We expect  many of  you will adjust your full -year numbers to reflect our Q1 outperformance.  That’s a fair assessment, but I’ll caution you not to annualise Q1.  If I just unpack it, the non -NII relating to the funding of our trading activities, $1.4 billion, is fairly reasonable to assume this number will annualise.  The wealth business – obviously with t he outlook improving in wealth - it is fairly reasonable to assume we will see regained traction and bounce back in particular in Hong Kong, whereas for some of the other activities such as the foreign exchange trading up performance I would caution you no t to annualise this number and just to bake it in as a Q1 outcome, and then for Q2, Q3 we will see how they fare.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,3.0,Noel Quinn,management,HSBC,"On the wealth performance you said most of the non -NII was C MB and GBM.  I think it’s also fair to say that in WPB the wealth busi ness performed well in Q1.  Its revenue was up 13% in Q1 relative to Q1 last year.  What Georges is saying is I think we’ve seen a recovery taking place in that wealth revenue.  We’re not expecting that to just be a Q1 phenomenon. That is something that will continue in Q2, Q3 and Q4, but it’s still early days to predict whether the 13% is an annual number or it’s higher than that or lower than that.  We don’t expect it to disappear in Q2, Q3 or Q4, so there should be a level of annualisation on that as well in the WPB non -NII line. With respect to the AGM comment, we said for a while that we believe the safest and fastest way to achieve higher returns, better performance, better dividends and capital generation was the existing strategy.  I think the Q1 results  provide a lot of evidence that that is the fact, that that is the best way.  We guided the market over the last 12 months to a 12%+ RoTE . I did emphasise at the year -end that we should focus on the plus, not the 12, and I think you see in Q1, even excludin g the notable items, we’ve done a RoTE  of 19.3%. I would just draw attention to the fact that in that RoTE  of 19.3% there is a tax credit.  That tax credit is not something that will repeat every quarter, but even if you adjust for that it’s still a very h ealthy return on tangible equity.  What we’re focused on is driving performance on behalf of all our shareholders, and we believe doing what we’ve done is the best way to get improved returns and improved performance rather than some more radical corporate restructuring action.  We believe Q1 is strong evidence of that.  Georges, do you just want to clarify the tax situation?",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,4.0,Georges Elhedery,management,HSBC,"We’ve basically shown $1.9 billion as a tax charge, which is an effective tax rate of 14%.  I just want to caution you  that 3.2% relate s to the provisional gain on SVB, which is a non -taxable item, and another 3.3% relate s to the release of provisions for uncertain tax provisions, which is also a one -off item.  Therefore, if you adjusted for those two we still expect a 20%  ETR guidance for the rest of the year.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,6.0,,Andrew Coombs,Analyst,Citi,"Good morning.  One strategic question and then one numbers question.  On the strategic question, if the proposed French retail sale no longer goes ahead what would be the plan?  Would you put it ba ck on the block again or would there be a plan to reabsorb it into the broader HSBC Group?  Is there anything you can say on plans for France, given that sale process and where we’ve got to?  Secondly, on costs, you’ve actually had a very good cost  print in this quarter.  You’ve down 2% year on year on a constant currency basis, and yet you’re still guiding to 3% cost growth or 4% with SVB UK.  Is this a timing issue?  Is it a case of the wage inflation coming through from Q2?  Is there anything you can elaborate  there?",2023,Q1,True,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Noel Quinn,management,HSBC,"Two good question s. Georges will cover the second one and I’ll cover the first one. We still believe that a sale of the French retail business is the right strategic outcome. That business probably has a stronger future in an other purchaser’s hands, however we have been in discussions for a few weeks now with the current buyer t o try and overcome the challenge they have on their acquisition accounting impact on their capital base.  We’ll continue that dialogue.  We’re hoping we c an reach a mutually agreeable settlement with them on that, but we can’t be guaranteed of that outcome.  We have to consider what is financially the right decision for all shareholders. It’s hopeful that we can reach an agreement but it’s not guaranteed.  In the event we can’t , then I still think we’ll continue to run the business, but I still think over time we wouldn’t see that as a long -term strategic hold, but we’re happy to wait and see what happens thereafter.  We’re very much focused on trying to reach  an agreement with the current buyer to bring that transaction to a close.  That’s the update I have for you on costs.  I’ll hand over to Georges.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,2.0,Georges Elhedery,management,HSBC,"Thank you Andrew for the question.  Our reported costs on a constant currency basis is down 2 % Q1 last year to Q1 this year.  If you adjust for notables – and remember last year Q1 we had $450 million of additional cost s due to the CTA programme.  If you extract that notable item from last year’s base , our reported cost adjusted for notables will show us up 2% Q1 to Q1.  This is the basis on which we’re measuring ourselves for this year. It’s on that basis where we are targeting to achieve a 3% annualised number where our Q1 basically is coming in at 2%. Why from 2% to 3%?  I just want to  highlight a  few things.  The first one is we still haven’t incurred, by and large, the severance costs which we announced at the year -end, and now we expect to incur the majority of it in Q2 this year.  The second element, just to highlight, is that some of the pay inc reases have only been effected partially in Q1 starting March, and will start being fully effected in Q2 onwards.  This is why our 3% target for the full year is where it is.  As you said, Andrew, and just for avoidance of any doubt here, the acquired cost o f SVB and some of the additional investments we need to do there will add another 1% to that 3% target.",2023,Q1,True,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,3.0,Noel Quinn,management,HSBC,"So just a couple of additional comments from me.  On that reconciliation between the headline reporting number and the cost target, what we’ re trying to do is be very straightforward and not try and bake in what was a CTA last year into the cost base of this year. So we’re adjusting the prior year reported number for the notable CTA last year so that the cost target of 3% is on an ‘apples and apples ’ basis with the cost base of this year, so we’re not looking to take an easy option on that.  We think it’s the right thing to do, but as we say, we’re in 2% against the 3% target in Q1.  And then on SVB, I just want to clarify as well, the SVB busine ss we bought, we acquired a cost base with that, and we acquired a revenue stream, and that revenue stream was in excess of the cost base.  We’ve acquired a positive P&L that was contributing, if I remember correctly, around about $80 to $90 million of PBT.  So although we’ve acquired – the majority of the $300 million  is the acquired cost base of SVB, it is a profitable cost base.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,4.0,Georges Elhedery,management,HSBC,"Andy, just to finish off, we provided a reconciliation on slide 30 to show you the work from reported cost to our cost target, and we will be showing this slide every quarter.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,7.0,,Guy Stebbings,Analyst,BNP Paribas,"Morning, everyone.  Thanks for taking questions. One on net interest margin and one back on SVB.  So on NIM, I guess the UK ring -fenced bank did quite a lot of the heavy lifting this quarter, allowing for one basis point of sequential NIM growth . As we look ahead, perhaps that tailwind fades , at least in quantum.  So is that going to make it a tricky thing from here to deliver NIM sustainability , or is the drop  in HBAP and the headwind from deposit mix in particular , likely to fade in your view to allow for some stable NIM backdrop?  And then the second question on SVB.  In addition to the acquired cost base, you flagged the incremental investment spend and plans to build the business outside the UK, so could you talk about associated revenue ambitions and what timeframe you expect to see any notable uplift there?  How big a shift in that $80 to $90 million PBT reference could we see of SVB inside HSBC with that inc remental investment?  Thank you.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Noel Quinn,management,HSBC,"Okay.  Thank you.  I’ll take the second in a moment.  I’ll ask Georges to cover the NIM, please, and UK ring -fenced bank.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,2.0,Georges Elhedery,management,HSBC,"Thanks, Guy.  So indeed, you did call out the possibility of headwinds in the UK.  Obviously, there may be still one or two rate hikes for which we will be passing most of that to customers through pass -through rate s. And we do see continued headwinds in Hong Kong, with around 1% per month migration into term deposit s, with the m ix now at 25% term deposits across both our entities in Hong Kong.  This being said, we also have tailwinds.  The first one is we still have a strong momentum from Q1, which we are carrying over.  The second tailwind is HIBOR normalisation.  Just for reference , in Hong Kong, HIBOR and Exchange Fund Bills in Q1 were 65 and 35 basis points lower on average than where they were in Q4, and that was a major headwind for us in Q1.  We are seeing now – over the last few weeks, we have been seeing normalisation in those  rates.  If we continue to see normalisation – and just for a reminder, we are about 200 basis points off the equivalent rate in dollars – if we continue to see normalisation, this will provide us material tailwinds in the Hong Kong base.  And the other tailwind is our resilient deposit and loan base.  We continue having stable deposits and loans despite some of the competitive pressures, and we continue to aim for mid -single -digit growth in both in the medium term, which should give us some supportive tailwin ds.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,3.0,Noel Quinn,management,HSBC,"So just to reinforce what we said as the full -year results in February, we noted the consensus that was in existence in February, and we said we were not uncomfortable with where consensus was.  We still have that view.  The only adjustment you need to make to NII is for the IFRS 17 adjustment.  Everything else remains, as we said in February, that the guidance that existed at that point in time, we were not uncomfortable with it.  The same is true today. Just adjust for IFRS 17, which is aroun d about a $2 billion adjustment from IFRS 4 to IFRS 17. That’s the only change that needs to be made based on what we’ve given you as an update today. And then on SVB, we recruited over 40 people in the US, to build out our SVB capability in the US. We did not bring a book with them  - purchase a book  - so they will be in build -out mode, so there will be a payback period on that investment.  We think that it is a relatively short payback period based on the quality of people we’ve hired.  We’re looking at o ther geographies around the world.  We think it’s a sensible and modest investment to do that organically, and we’re pretty confident on the payback will be relatively short.  We’ll provide more details once we complete our buildout.  Hopefully by the half -year, we’ll be able to give you more information. So there will be a profit  drag to a degree, probably in the first year or 18 months, but then I think it will be back into proper territory, even on those organic buildout strategies, but we’ll give more of a n update at the half -year. I think strategically, it’s absolutely the right thing to do for the medium term.  This is a sector of the economy that is critical for all geographies and has huge growth potential on revenue.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,8.0,,Rob Noble,Analyst,Deutsche Bank,"If we ju st talk about the LCR, it’s relatively low in a European context.  Obviously on a deposit basis, it’s a different structure.  Are you happy running with that level in the medium term, given the uncertainty in the market, and how do you expect the regulation or approach to liquidity to change, given what’s happened in the US?  Thank you.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Georges Elhedery,management,HSBC,"So we don’t target LCR.  We are continuing to target medium -term, single -to-mid digit loan growth in our portfolio, and we obviously continue to cherish depos its and continue wanting to attract deposits.  The LCR would be an outcome.  I think insofar as we look at our liquidity management, it’s the high -quality liquid assets ratio that we look at, it’s the cash and cash equivalent within it that we look at.  And i n terms of loans, again, it’s the short end. It’s somewhat subdued and in particular in Hong Kong, in the medium term, some of the bounce bank and some of the trade bounce bank that we’re seeing as well may support that loan growth ambition in the medium t erm.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
