,year,quarter,source_pdf,question_number,question,analyst_name,analyst_company,answer_number,answer,banker_name,banker_company,qa_thread_id
26,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,2.0,"Good morning, Noel, good morning, Georges; good morning, Richard. I had two questions, please. So, again, on net interest income, at face value your ‘greater than $35 billion’ NII guide does imply a step-off in the run rate of net interest income in Q3 and Q4. I suspect you’d point us to the ‘greater than $35 billion’, suggesting that there’s some conservatism that’s baked in there, but can you talk to what the pressures are or indeed actually even the sources of support on the net interest income run rate from here through to year-end? I think one thing the market would love is some sense of whether this level of net interest income is sustainable beyond this year, so anything you can give us there. I know, relatedly, that the UK has been very strong as well, so any kind of colour you can give us on the moving parts there and the sustainability of net interest income in the UK would be great. The second question was around distributions, specifically around your dividend. You’re reiterating your 50% payout ratio guidance this year. This year and potentially next year does look like it’s going to be quite strong earnings. I guess if I take consensus, looking for an underlying EPS of around 120 cents, which implies an ordinary dividend of 60 cents, that number feels big. It’s big versus the 51 cents you used to do; it’s big versus what you did last year. And I guess the question is how comfortable are you with paying a big ordinary dividend now which might then become quite difficult to sustain in the future, as rates come off and earnings taper? Are you bothered that you do 60 cents this year and you do some number that’s lower than that next year or thereafter? Thank you very much.",Aman Rakkar,Barclays,3.0,"In terms of the buyback, obviously the fact that today we announced a $2 billion buyback will today have an impact on our Q3 CET1 ratio of 25 basis points, but you do expect us to continue generating profitability, which will build capital, 50% of which will be provisioned for dividend, as in based on a 50% dividend payout ratio anticipation, and therefore that buyback will take into the additional capital generation, so I wouldn’t look at Q3 25 basis points as due to the buyback we just announced as a challenge. This is obviously just upfronting, if you want, the profit generation that we will be doing in the quarter. Beyond that, again, at this stage what I can say is we believe we remain capital-generative for the foreseeable future, and as long as we’re capital-generative, we continue to ambition a rolling series of share buybacks, but obviously we will review this on a quarter-by-quarter basis based on a number of factors, including our capital adequacy ratio. I just want to also highlight – and probably answering your question, Raul, and complementing the question of Aman earlier – that the Canada sale expected in Q1 2024 will provide us additional capital. The priority use of the first part of it is for a 21 cents dividend, which we will be in a position to distribute expected in H1 2024, and then the residual part of it we will utilise to supplement or complement or top up any capital buyback we are planning to do.",Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q2
27,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,3.0,"Hi, I have two questions. One is more long term and one is more near term. For the long-term questions, I will ask management if you can give us any colour on potential impact of Basel III reform, because I think one of the key support on share prices is buyback and shareholder return, and then I think the impact of capital because of these potential regulatory changes will have an impact on how we model in future capital return, but this is more in the long-term. I understand that. I just want to get some colour – any colour – particularly after the US regulator released that Basel III endgame. How would that change our present forecast on that? So this is for the long-term question. And then on the near term, just now I think management gave us a number – a potential additional ECL charges on China CRE $0.7 billion, and then I also noticed that for our guidance for full-year credit cost is 40 basis points, but if I look at the first half, it’s a bit less than 30 basis points on an annualised basis, so that additional upside on credit costs – have we included that $0.7 billion or that $0.7 billion is outside of the 40 basis points guidance?",Katherine Lei,JP Morgan,1.0,"I think I’ll take the second one first and then ask Georges to cover the more technical, difficult Basel III question. So on the ECL, we decided to maintain guidance at 40 basis points on ECL because there is still a lot of economic uncertainty out there. There’s economic uncertainty around China’s commercial real estate. There’s economic uncertainty generally in the world. We’ve had a good first half performance on ECL, as you say. $1.3 billion is below the run rate of 40 basis points, so we think we do have some capacity to absorb some of that risk that’s inherent in the commercial real estate book in China, but I think I’d be misleading you if everything was so scientifically proven, because it all depends on what happens elsewhere in the world. So, I could easily say, ‘Yes, we’ve got capacity to absorb that,’ but it depends what happens elsewhere in the world, but we do believe we have – it’s right to maintain a conservative guidance at the moment on ECLs at 40 basis points, and we have capacity in the second half, relative to the first half performance, to absorb some additional shocks, should they come through from near-term economic issues. Georges, do you want to handle Basel III?",Noel Quinn,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q3
28,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,3.0,"Hi, I have two questions. One is more long term and one is more near term. For the long-term questions, I will ask management if you can give us any colour on potential impact of Basel III reform, because I think one of the key support on share prices is buyback and shareholder return, and then I think the impact of capital because of these potential regulatory changes will have an impact on how we model in future capital return, but this is more in the long-term. I understand that. I just want to get some colour – any colour – particularly after the US regulator released that Basel III endgame. How would that change our present forecast on that? So this is for the long-term question. And then on the near term, just now I think management gave us a number – a potential additional ECL charges on China CRE $0.7 billion, and then I also noticed that for our guidance for full-year credit cost is 40 basis points, but if I look at the first half, it’s a bit less than 30 basis points on an annualised basis, so that additional upside on credit costs – have we included that $0.7 billion or that $0.7 billion is outside of the 40 basis points guidance?",Katherine Lei,JP Morgan,2.0,"Yes, maybe just finishing on the ECL point, I would caution you not to annualise H1. If you look at Q2 at $0.9 billion as a more normalised level, so that is more a level that you can look at, whereas Q1 was unusually quite low, so this is why H1 will look low to your taste. So on Basel III, the first thing to share about Basel III is we need to know the final rules. At this stage, most of these rules are still in draft form, and they will remain subject to change as we know the final rule. The second thing I will share is that, based on the current draft rules as per our PRA standards for the Group holdings, there will be a minor improvement initially in our RWAs, but as the output floor starts kicking in five years into the journey, so from 2025 plus five years, there is a likelihood that the outputs floor will catch us and that the impact may be in a material up or down – but immaterial up as we look at it this way. This being said, I just want to caution one thing. The US obviously issued their draft rules last week. They came out more severe than we initially expected. They will have an impact on our US operations. It remains a marginal impact. We’re likely talking single-digit RWA uplift against a possible downward move before that, but those rules will impact our local reporting for our US entity – will not change the way we report at the group level, so we will need to navigate both, if you want, in parallel.",Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q3
29,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,4.0,"Again, a couple of questions if I may, please. I think Georges has given a very thorough description of how you might sustain earnings post return end rates, but obviously a lot of that fee generation is going to come at a cost, so I just wonder if I could invite you to talk about how you think of balancing that fee generation with cost in the next two to three years. And then secondly, a little bit more specific, but you’re now three or four months into having bought SVB. We’ve spoken a little bit about it here. I just wonder if you could give us a little bit more detail on how your plans have evolved for that business.",Nick Lord,Morgan Stanley,1.0,"Yeah, thanks Nick, and by cost I’m assuming you mean investment cost to get to it.",Noel Quinn,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q4
30,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,4.0,"Again, a couple of questions if I may, please. I think Georges has given a very thorough description of how you might sustain earnings post return end rates, but obviously a lot of that fee generation is going to come at a cost, so I just wonder if I could invite you to talk about how you think of balancing that fee generation with cost in the next two to three years. And then secondly, a little bit more specific, but you’re now three or four months into having bought SVB. We’ve spoken a little bit about it here. I just wonder if you could give us a little bit more detail on how your plans have evolved for that business.",Nick Lord,Morgan Stanley,2.0,"Yes, that’s fair. Listen, you’re absolutely right. We’re keeping a strong and tight cost discipline in the bank, but what we’re doing is we’re reallocating cost “from / to”, and what we’re typically reallocating is from what I’d call bad costs – costs that are associated with low returning portfolios, low returning business activities in certain markets or costs that are associated with manual processes that should be digitised – so if you look at our cost performance, I think we increased our investment in IT costs by 12% so far this year – first half to first half – we increased some of our investment cost in our global businesses, and we reduced cost elsewhere, and that’s what’s getting us back to the 3%. So we’re investing and saving at the same time, and that is a phenomenon that probably, historically, HSBC has not been great at. It has typically been cost management or cost investment, and it has been a cycle. You manage costs tightly, and then you invest. We’re definitely trying to do both at the same time, and there’s a lot of self-funding going on to try and mitigate the overall cost base, and that’s how we’re building out the 1,400 people in mainland China, because we’re saving cost through other country exits, other market exits, reducing our support costs in some of the manual processes in our global processing centres. That’s allowing that investment to take place, and that’s been the journey for the past three years. On SVB, the integration is going well. We’ve had no nasty surprises since the day we bought the business. It was profitable the day we bought it. It is still profitable. We’re going through systems migration at the moment. One statistic which is probably an important guide for the future – in the three months post-acquisition, we took in new-to-bank customers at a higher rate than the three months prior to acquisition, so in the transition of ownership from the previous owners to us, we’ve seen an uptick in the momentum of customers wanting to bank with SVB in that first three-month period. That acquisition has also given us the knowledge, the platform, the connections, and frankly, the positive brand and reputation globally that has allowed us to go and recruit a team in the US. We recruited a team here in Hong Kong and we’ve recruited a team in Israel. So my view that there is strong growth prospects in that business, not just for the next two or three years – I’m doing this because I think this will be an important business for us in the five to 10 to 15-year timeframe. This is an important sector of the economy and we’re willing to invest in it, so I’m very pleased with how it’s going. We probably do owe you, as an investment community, more detail on how material, what are the numbers, and I’ll think we’ll come back to you at the end of the year with, if you add this all together, the investment and the current bought business, what could that potentially look like going forward and how material is that, but that is something, if it’s okay, we’ll give you more towards the end of this year with the full- year results.",Noel Quinn,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q4
31,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,4.0,"Again, a couple of questions if I may, please. I think Georges has given a very thorough description of how you might sustain earnings post return end rates, but obviously a lot of that fee generation is going to come at a cost, so I just wonder if I could invite you to talk about how you think of balancing that fee generation with cost in the next two to three years. And then secondly, a little bit more specific, but you’re now three or four months into having bought SVB. We’ve spoken a little bit about it here. I just wonder if you could give us a little bit more detail on how your plans have evolved for that business.",Nick Lord,Morgan Stanley,3.0,"So Guy, maybe I’ll start by talking about the dynamic and I’ll delve into NIM specifically, but first, in terms of passthrough rates on the deposits, for the last 50 basis points of rate hikes from the Bank of England, we’ve passed through to our retail savings rate around 70% so we believe, from a consumer point of view, we are competitive having passed through, and obviously this is a higher than 50% passthrough. The overall book passthrough is in the around between 40% and 50%, but clearly the marginal passthroughs are higher at these high level of rates. Equally on the mortgages, we continue aiming for market share, so we’ve grown the stock market share from 7.7% to 7.8% and our new business market share is now just shy of 10%, so we maintain a leading proposition in mortgages. Now if I go specifically on the NIM, without talking to our peers, some parameters that you can use when you’re doing your assessment and your analysis – the first one is we have a very strong liquidity position with a very strong deposit franchise and a low loan-to-deposit ratio. The second one to take into account is we are relatively small in consumer finance, so that component of our portfolio is single-digit percentage of our retail finance. The third one to take into account is that our structural hedging is relatively young, i.e. we started the structural hedging essentially when rates started to be at higher levels, so we have little baggage from structural hedging positions from prior, i.e. when rates were very low, and this is obviously helping us in adjusting our NIM upwards, and we’re not bugged by low-interest-earning assets from older structural hedges. And in terms of expectations, I think it’s fair to expect that the increase we’ve seen in Q1 is unlikely to be repeated as we look into the rest of the year.",Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q4
32,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,4.0,"Again, a couple of questions if I may, please. I think Georges has given a very thorough description of how you might sustain earnings post return end rates, but obviously a lot of that fee generation is going to come at a cost, so I just wonder if I could invite you to talk about how you think of balancing that fee generation with cost in the next two to three years. And then secondly, a little bit more specific, but you’re now three or four months into having bought SVB. We’ve spoken a little bit about it here. I just wonder if you could give us a little bit more detail on how your plans have evolved for that business.",Nick Lord,Morgan Stanley,4.0,"Our RoTE guidance of mid-teens initially has been excluding notable items, so for this year, obviously we had two notable items in Q1: the provisional gain of SVB, $1.5 billion, but also the reversal of the impairment of the French retail business, $2.1 billion. As we look to year-end, we do anticipate that we will reinstate this impairment sometime in H2 for a possible, obviously, closure of the transaction on 1 January, so that notable item, if you want, washes itself out from our full-year expectations. As regards 2024, I think the Canada impact is a couple percentage points on our RoTE, so whether you stretch the mid-teens a little bit on either side, you may still be right, but we would like to take it out because obviously it remains – while we are very confident in the resolution – it remains an element that is subject to continued regulatory approvals, so you can do your math with or without.",Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q4
33,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,4.0,"Again, a couple of questions if I may, please. I think Georges has given a very thorough description of how you might sustain earnings post return end rates, but obviously a lot of that fee generation is going to come at a cost, so I just wonder if I could invite you to talk about how you think of balancing that fee generation with cost in the next two to three years. And then secondly, a little bit more specific, but you’re now three or four months into having bought SVB. We’ve spoken a little bit about it here. I just wonder if you could give us a little bit more detail on how your plans have evolved for that business.",Nick Lord,Morgan Stanley,5.0,"So I suppose the way we are looking at mid-teens as – if you look at the first half - we printed a headline rate of 22.4% RoTE. If you take out the two notable items, you get to an 18.5% RoTE. We’re guiding mid-teens to be equivalent, you could say, with the 18 number, not the 22 number, and if you think about 2024, there’ll be a profit on sale of Canada, assuming that transaction completes. There will be a capital policy around that in the form of dividend and in the form of buybacks, but we’re not including that profit on sale within our guidance – we’re not including that in our definition of mid-teens. That’s over and above. So what we’re trying to say we’re giving you a mid-teens RoTE guidance for the core business, not with the big swings in M&A activity achieving it. That’s the way I’d look at it, so we just want to try and make sure everyone understands what we mean by mid-teens, and it doesn’t include the big one-offs – either the one-off positives or the one-off negatives. We’re looking at the fundamental business in guiding to that.",Noel Quinn,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q4
34,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,4.0,"Again, a couple of questions if I may, please. I think Georges has given a very thorough description of how you might sustain earnings post return end rates, but obviously a lot of that fee generation is going to come at a cost, so I just wonder if I could invite you to talk about how you think of balancing that fee generation with cost in the next two to three years. And then secondly, a little bit more specific, but you’re now three or four months into having bought SVB. We’ve spoken a little bit about it here. I just wonder if you could give us a little bit more detail on how your plans have evolved for that business.",Nick Lord,Morgan Stanley,6.0,And just adding – complementing that – we’re not trying to change consensus at this stage.,Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q4
35,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,4.0,"Again, a couple of questions if I may, please. I think Georges has given a very thorough description of how you might sustain earnings post return end rates, but obviously a lot of that fee generation is going to come at a cost, so I just wonder if I could invite you to talk about how you think of balancing that fee generation with cost in the next two to three years. And then secondly, a little bit more specific, but you’re now three or four months into having bought SVB. We’ve spoken a little bit about it here. I just wonder if you could give us a little bit more detail on how your plans have evolved for that business.",Nick Lord,Morgan Stanley,7.0,"I think you’ve overread it, because what we said is the guidance is for 2023 and 2024. We’re not giving you guidance for 2025 and beyond. We will do that at some stage, so I wouldn’t overread that. Clearly, in 2025 and beyond you’ve got interest rates that will start to come off, but I’m also talking about building alternative revenue streams, building balance sheet growth because as interest rates come off, economic recovery improves and the balance sheet will start to grow again. So our job as a management team and our philosophy is we want to try and make sure we can mitigate some of that downside risk, either through hedging or alternative growth strategies to stabilise the RoTE over time, but for the avoidance of doubt, we are not guiding at the moment on 2025 RoTE. We’re only guiding on 2023 and 2024, and we’ll have to see how the economics of the world develop, and I think Georges should probably reiterate what he said at the end of that, because the line went a bit hazy, Georges, on consensus.",Noel Quinn,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q4
36,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,4.0,"Again, a couple of questions if I may, please. I think Georges has given a very thorough description of how you might sustain earnings post return end rates, but obviously a lot of that fee generation is going to come at a cost, so I just wonder if I could invite you to talk about how you think of balancing that fee generation with cost in the next two to three years. And then secondly, a little bit more specific, but you’re now three or four months into having bought SVB. We’ve spoken a little bit about it here. I just wonder if you could give us a little bit more detail on how your plans have evolved for that business.",Nick Lord,Morgan Stanley,8.0,"Look, we’re not trying to change consensus – where we see consensus for our RoTE for 2023 and 2024.",Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q4
37,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,5.0,"Hello, I’ve just got two questions. The first one is perhaps on non- interest income, especially in wealth in Asia. If I look at your Asian entity reporting and look at revenues, it’s pretty flat quarter on quarter, but NII has gone up a little bit, so that suggests to me that non-interest income has come down a little. I’m just wondering what you see in the frontline, especially with regards to wealth and obviously Hong Kong’s GDP print yesterday was quite a bit weaker than expected, so just what you see in context and your expectation about your Chinese business and to what extent do you think that that might help you. So that’s my first question. And then the second question is on deposit migration in Hong Kong because I noted in slide 41 it looks like Hang Seng, which is obviously traditionally very strong retail savings franchise, it looks like deposit migration went the other way, so does that suggest that migration is nearly there in Hong Kong and is it topping out?",Perlie Mong,KBW,1.0,"On the non-NII wealth in Asia, you will observe actually the biggest pick-up is in insurance – sorry, first taking the impact of funding the trading book, which is showing under non-NII and is material, it’s $1.2 billion. If you take this one out, the growth is essentially from insurance and insurance in Hong Kong. It does appear under non-NII, but not fee income. That growth is a reflection of the growth we’ve seen in Q1. It’s in the 40% to 50% growth year on year. It is reflective of the opening of the border between China and Hong Kong and the additional inflow of mainland Chinese new policies in our Hong Kong business. About 30% of new policies are from mainland Chinese. As you would expect, insurance is a core component of wealth, in particular here in Hong Kong, and that’s the main driver of the growth. We still see some softness in wealth with regards equities trading, and that’s more reflective of the equity markets in general, and I want to say while the Hong Kong GDP is the main driver of our loan portfolios in terms of growth in our balance sheet, wealth activity is not necessarily directly linked to the GDP. It is linked to investor behaviours and it is linked to sentiment in the market. With regards your second question on migration, in HSBC we continue to see a migration of around 1% per month, although it did slow a little bit in April, but that continued a trend that we have been forecasting, whereas in Hang Seng, where the term deposit share is in the mid-30s percent. Our colleagues in Hang Seng have taken a proactive approach to manage some of the highly rate-sensitive deposits, and allowed them, if you want, to accept some attrition against these highly rate-sensitive or rate-chasing deposits, and this is what allowed them to maintain or slightly reduce their term deposit mix. They’re benefiting from a very strong liquidity position and a strong deposit franchise, and they do not need, necessarily, highly rate-sensitive deposits at that margin.",Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q5
38,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,5.0,"Hello, I’ve just got two questions. The first one is perhaps on non- interest income, especially in wealth in Asia. If I look at your Asian entity reporting and look at revenues, it’s pretty flat quarter on quarter, but NII has gone up a little bit, so that suggests to me that non-interest income has come down a little. I’m just wondering what you see in the frontline, especially with regards to wealth and obviously Hong Kong’s GDP print yesterday was quite a bit weaker than expected, so just what you see in context and your expectation about your Chinese business and to what extent do you think that that might help you. So that’s my first question. And then the second question is on deposit migration in Hong Kong because I noted in slide 41 it looks like Hang Seng, which is obviously traditionally very strong retail savings franchise, it looks like deposit migration went the other way, so does that suggest that migration is nearly there in Hong Kong and is it topping out?",Perlie Mong,KBW,2.0,"I can take the first part. Sam, first our mortgage – we continue printing mortgages. Yes, indeed the rates are quite attractive for borrowers. And we increased our mortgage book, not a very large amount, but we increased our mortgage book. So we continue – and this is despite subdued property sales in Hong Kong. We continue increasing our book. On the pricing, as you know, the mortgages are capped and the pricing is highly correlated to the savings rate. For instance, last week we increased the saving rate by about 12.5 basis points on the Hong Kong dollar. It automatically increases the cap, and therefore the mortgage pricing today, by 12.5 basis points. I see this as a natural evolution with rates, not a specific pricing for the mortgage or a specific dynamic for the mortgage pricing, if you want.",Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q5
39,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,5.0,"Hello, I’ve just got two questions. The first one is perhaps on non- interest income, especially in wealth in Asia. If I look at your Asian entity reporting and look at revenues, it’s pretty flat quarter on quarter, but NII has gone up a little bit, so that suggests to me that non-interest income has come down a little. I’m just wondering what you see in the frontline, especially with regards to wealth and obviously Hong Kong’s GDP print yesterday was quite a bit weaker than expected, so just what you see in context and your expectation about your Chinese business and to what extent do you think that that might help you. So that’s my first question. And then the second question is on deposit migration in Hong Kong because I noted in slide 41 it looks like Hang Seng, which is obviously traditionally very strong retail savings franchise, it looks like deposit migration went the other way, so does that suggest that migration is nearly there in Hong Kong and is it topping out?",Perlie Mong,KBW,3.0,"In terms of China macro – so, we had a brief conversation before. If you take all of the international banks’ share of the corporate debt market in mainland China, I think all of us together are about 2% market share. So actually, growing your corporate banking business as an international bank, particularly if your strategy is connecting mainland China to the rest of the world in both directions – GDP is not the prime driver of growth in the sense of what you can do, because you’re still relatively niche in the market, and what is a huge market, so you can get growth despite the fact that GDP – and by the way, GDP is still 5%-plus, so it’s not bad, but you can still get growth. Similarly, in our wealth business that we’re pursuing in mainland China we’re pursuing an area which is around about helping internationally-orientated personal customers, and particularly the domestic customers in the Greater Bay Area get access to wealth products and insurance products to help them with their protection needs and their savings needs. That is primarily targeted at the affluent or the emerging affluent sector rather than particularly at the high net worth or ultra high net worth. That is the core business we have here in Hong Kong. The way I look at it is that the wealth proposition here in Hong Kong has been a very strong driver of growth and profitability for HSBC in Hong Kong. Will we see that same opportunity in the Greater Bay Area? The engagement between the Greater Bay Area – or the Guangdong province – and Hong Kong represents a significant long-term growth opportunity for us, and what we’re trying to do, which is different to three or four years ago, is we’re targeting international wealth and insurance as our primary proposition, as opposed to just becoming another mortgage provider or another card provider in Guangdong province. We see opportunity for growth. Yes, you can’t ignore the macro environment, but we do see conditions for good growth for our business in mainland China.",Noel Quinn,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q5
40,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,6.0,"Just a quick question, and most have been asked and answered. Just on the dividend question that Aman asked, the answer was slightly longwinded. If I interpret what you’re saying, it sounds like you would like the dividend – the ordinary to be progressive? Secondly, can you just discuss from the Hong Kong business or the HBAP business the NIM trend that was flat, quarter on quarter? How much was the US dollar-denominated business in play there, because if I look at your rate sensitivity disclosures the USD bucket now looks liability-sensitive as opposed to asset-sensitive. How much of the NIM movement there, in an adverse sense, was attributed to the US dollar business, or was it something else?",Joe Dickerson,Jefferies,1.0,"Let me deal with the dividend one first. The guidance we’ve given is that for 2023 and 2024 we’ll have a 50% payout ratio. In addition, we’ve guided to the first use of proceeds of Canada’s sale proceeds will be a 21 cents special dividend. We’re not giving any guidance on whether the dividend’s progressive or not progressive. We’re only giving the guidance that we’ve just said, which is 50% of profits. Clearly as a management team our ambition is to make our profits progressive, but we’re not guiding on dividend as a progressive dividend policy. Our policy is 50% payout ratio, and that will be a function of earnings. Georges, do you want to cover Hong Kong NIM?",Noel Quinn,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q6
41,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,6.0,"Just a quick question, and most have been asked and answered. Just on the dividend question that Aman asked, the answer was slightly longwinded. If I interpret what you’re saying, it sounds like you would like the dividend – the ordinary to be progressive? Secondly, can you just discuss from the Hong Kong business or the HBAP business the NIM trend that was flat, quarter on quarter? How much was the US dollar-denominated business in play there, because if I look at your rate sensitivity disclosures the USD bucket now looks liability-sensitive as opposed to asset-sensitive. How much of the NIM movement there, in an adverse sense, was attributed to the US dollar business, or was it something else?",Joe Dickerson,Jefferies,2.0,"On the Hong Kong NIM, the NII increased by $0.1 billion but the banking NIM increased by $0.4 billion because the non-NII component of the trading funding increased by $0.3 billion. Now, the way the statutory NIM is computed is only looking at the NII component, and therefore it’s showing flat, but as I mentioned, we will be upgrading our disclosures and enhancing our disclosure with regards to the Banking NIM. That will give you move visibility on the overall margin when you take into account the funding of the trading book. Now, in terms of sensitivity to the USD you’re actually also driving towards the same dynamic in the funding of the trading book. Dollars has been a currency that we fund a number of our activities with, so when you look at the NII sensitivity dollars comes opposite to all the other currencies, because that’s a funding currency. Essentially dollars is funding our funding of the trading book, and therefore when you look at the funding book sensitivity we’ve put in a few explanations on the slides where we estimated this to be to the tune of $1.3 billion. It is fair to assume most of it is dollars, and therefore reverses it and renormalises our dollar sensitivity overall on the balance sheet to be that of a negative sensitivity for minus 100 basis points.",Georges Elhedery,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q6
42,2023,Q2,230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf,6.0,"Just a quick question, and most have been asked and answered. Just on the dividend question that Aman asked, the answer was slightly longwinded. If I interpret what you’re saying, it sounds like you would like the dividend – the ordinary to be progressive? Secondly, can you just discuss from the Hong Kong business or the HBAP business the NIM trend that was flat, quarter on quarter? How much was the US dollar-denominated business in play there, because if I look at your rate sensitivity disclosures the USD bucket now looks liability-sensitive as opposed to asset-sensitive. How much of the NIM movement there, in an adverse sense, was attributed to the US dollar business, or was it something else?",Joe Dickerson,Jefferies,3.0,"I just want to say thank you very much for all of your questions and your time today. We really appreciate you spending some time with us. Just to close with a couple of comments. We’ve had a good first six months. I’m pleased with how the business is performing. We’ve delivered an annualised return on tangible equity of 22.4%, or 18.5% excluding those notable items. We’ve increased dividends and buybacks. I’m also confident about the future. We still have opportunities to drive growth and to diversify revenue while retaining tight cost control. We have upgraded our returns guidance for 2023 and 2024. Richard and the team are available to you if you have any further questions, but in the meantime have a good rest of the day. Thank you very much.",Noel Quinn,HSBC,2023-Q2-230802-2q-interim-results-2023-presentation-to-investors-and-analysts-transcript.pdf-Q6
